Student_number,Ability,Difference_in_days,Gender,TotalpreA,TotalpostA,TotalretA,DiffprepostA,SoW
BH2716,l,3893,F,4,13,NA,9,3
BH2717,l,3870,F,4,12,NA,8,3
BH2718,l,3847,F,7,7,NA,0,3
BH2719,l,3870,M,7,8,NA,1,3
BH2720,l,3914,F,2,8,NA,6,3
BH2721,l,3990,M,4,11,NA,7,3
BH2722,l,3825,F,6,11,NA,5,3
BH2723,h,3879,M,9,10,NA,1,3
BH2724,l,3900,F,4,10,NA,6,3
BH2725,l,3951,F,2,NA,NA,NA,3
DV181,h,4087,M,7,12,12,5,3
DV182,h,4070,M,5,7,8,2,3
DV183,h,4403,M,3,7,4,4,3
DV184,h,4053,M,8,8,7,0,3
DV185,h,3883,F,12,9,8,-3,3
DV186,h,3883,M,7,9,10,2,3
DV187,m,4035,F,4,8,7,4,3
DV188,m,3819,F,7,12,7,5,3
DV189,m,4015,F,7,9,7,2,3
DV1810,m,3819,F,2,5,5,3,3
DV1811,m,3817,F,5,8,7,3,3
DV1812,m,4006,M,6,8,8,2,3
DV1813,m,4034,M,4,5,4,1,3
DV1814,m,4031,F,5,8,4,3,3
DV1815,m,3897,M,8,9,7,1,3
DV1816,m,3897,F,9,9,7,0,3
DV1817,l,4152,M,7,9,9,2,3
DV1818,l,4111,M,6,5,3,-1,3
DV1819,l,3894,M,5,8,9,3,3
DV1820,l,4014,M,7,6,9,-1,3
DV1821,l,4130,M,6,6,4,0,3
DV1822,l,3891,F,5,8,4,3,3
DV1823,l,4309,F,6,7,8,1,3
DV1824,l,4094,F,9,6,NA,-3,3
DV1825,m,3832,M,4,NA,6,NA,3
NB171,h,3911,M,6,10,11,4,3
NB172,h,4188,M,3,11,9,8,3
NB173,h,3918,F,7,14,12,7,3
NB174,h,3601,M,6,8,7,2,3
NB175,h,3708,M,10,9,9,-1,3
NB176,h,3793,M,7,8,6,1,3
NB177,h,3772,M,4,8,5,4,3
NB178,h,3906,M,5,10,NA,5,3
NB179,h,4035,F,4,14,NA,10,3
NB1710,m,3702,M,5,8,9,3,3
NB1711,m,3826,F,4,11,7,7,3
NB1712,m,3769,M,5,11,9,6,3
NB1713,m,3661,M,4,11,4,7,3
NB1714,m,3556,F,8,12,8,4,3
NB1715,m,3892,M,6,7,3,1,3
NB1716,m,3944,F,7,9,8,2,3
NB1717,m,4415,M,3,9,5,6,3
NB1718,m,3968,M,5,10,6,5,3
NB1719,m,3745,F,6,8,10,2,3
NB1720,m,4023,F,5,13,NA,8,3
NB1721,l,3776,F,4,13,6,9,3
NB1722,l,3750,F,3,9,9,6,3
NB1723,l,3638,F,6,13,9,7,3
NB1724,l,4105,F,3,8,8,5,3
NB1725,l,4069,M,5,12,5,7,3
NB1726,l,4066,F,5,5,3,0,3
NB1727,l,4142,F,4,8,8,4,3
NB1728,l,3990,M,2,7,3,5,3
NB1729,l,4054,F,1,9,4,8,3
NB1730,h,3827,F,5,7,9,2,3
NB1731,m,3481,F,6,10,11,4,3
OP31a1,h,3918,M,12,14,NA,2,3
OP31a2,h,4071,M,4,9,NA,5,3
OP31a3,h,4053,M,6,7,NA,1,3
OP31a4,h,4012,M,3,7,NA,4,3
OP31a5,h,4160,M,7,9,NA,2,3
OP31a6,h,4114,M,6,9,NA,3,3
OP31a7,h,4057,F,8,7,NA,-1,3
OP31a8,h,3975,F,6,9,NA,3,3
OP31a9,h,3995,F,6,7,NA,1,3
OP31a10,m,4131,M,5,8,NA,3,3
OP31a11,m,3924,M,6,5,NA,-1,3
OP31a12,m,4115,M,7,7,NA,0,3
OP31a13,m,4265,M,7,7,NA,0,3
OP31a14,m,4124,M,4,9,NA,5,3
OP31a15,m,4238,M,2,4,NA,2,3
OP31a16,m,4009,M,5,8,NA,3,3
OP31a17,m,4245,F,6,8,NA,2,3
OP31a18,m,4277,F,8,7,NA,-1,3
OP31a19,m,4067,F,4,6,NA,2,3
OP31a20,m,4056,M,6,7,NA,1,3
OP31a21,m,4034,F,4,6,NA,2,3
OP31a22,l,3938,M,3,8,NA,5,3
OP31a23,l,4245,M,4,6,NA,2,3
OP31a24,l,4026,M,6,7,NA,1,3
OP31a25,l,3922,M,4,5,NA,1,3
OP31a26,l,3955,M,4,8,NA,4,3
OP31a27,l,4035,F,8,8,NA,0,3
OP31a28,l,4230,F,3,6,NA,3,3
OP31a29,l,4228,M,2,NA,NA,NA,3
OP31a30,l,4076,F,4,NA,NA,NA,3
OP321,h,3956,M,9,9,NA,0,3
OP322,l,3948,M,2,4,NA,2,3
OP323,h,4111,M,8,10,NA,2,3
OP324,h,3920,M,12,12,NA,0,3
OP325,h,4256,M,8,12,NA,4,3
OP326,h,4042,M,6,6,NA,0,3
OP327,h,4235,F,6,10,NA,4,3
OP328,h,4044,F,5,6,NA,1,3
OP329,h,4231,M,6,7,NA,1,3
OP3210,m,4036,M,4,8,NA,4,3
OP3211,m,4025,M,6,5,NA,-1,3
OP3212,m,3925,M,3,8,NA,5,3
OP3213,m,4253,F,5,7,NA,2,3
OP3214,m,3989,F,2,7,NA,5,3
OP3215,m,4154,F,9,8,NA,-1,3
OP3216,m,4055,F,5,8,NA,3,3
OP3217,m,3998,F,4,4,NA,0,3
OP3218,m,4044,F,5,8,NA,3,3
OP3219,m,3920,F,7,8,NA,1,3
OP3220,m,4255,F,3,5,NA,2,3
OP3221,m,4010,F,5,7,NA,2,3
OP3222,m,4069,F,5,NA,NA,NA,3
OP3223,l,4255,M,3,6,NA,3,3
OP3224,l,4068,M,3,4,NA,1,3
OP3225,l,4145,M,4,7,NA,3,3
OP3226,l,4102,F,4,6,NA,2,3
OP3227,l,4024,F,3,4,NA,1,3
OP3228,l,4214,F,2,7,NA,5,3
OP3229,l,4190,M,6,NA,NA,NA,3
DO12a1,m,3925,M,5,9,NA,4,4
DO12a2,m,4178,F,6,10,NA,4,4
DO12a3,m,4265,M,11,8,NA,-3,4
DO12a4,m,4081,M,7,9,NA,2,4
DO12a5,m,4112,M,2,8,NA,6,4
DO12a6,m,4125,F,7,5,NA,-2,4
DO12a7,m,4275,M,6,8,NA,2,4
DO12a8,m,4198,M,4,4,NA,0,4
DO12a9,m,3922,M,9,11,NA,2,4
DO12a10,m,4091,F,8,7,NA,-1,4
DO12a11,m,3970,M,6,7,NA,1,4
DO12a12,m,4138,M,8,9,NA,1,4
DO12a13,m,3999,F,9,9,NA,0,4
DO12a14,m,4004,M,3,8,NA,5,4
DO12a15,m,4147,F,8,10,NA,2,4
DO12a16,m,4254,M,10,8,NA,-2,4
DO12a17,m,3961,M,9,10,NA,1,4
DO12a18,h,4061,F,6,9,NA,3,4
DO12a19,h,4237,F,7,9,NA,2,4
DO12a20,h,4166,F,7,10,NA,3,4
DO12a21,h,4003,F,8,9,NA,1,4
DO12a22,h,3987,F,6,10,NA,4,4
DO12a23,h,4029,F,6,9,NA,3,4
DO12a24,h,3993,F,6,8,NA,2,4
DO12a25,h,4084,F,6,8,NA,2,4
DO12a26,l,4266,M,7,NA,NA,NA,4
DO12a27,m,4072,F,9,NA,NA,NA,4
DO12a28,m,4019,M,8,NA,NA,NA,4
DO12b1,l,4162,F,6,7,NA,1,4
DO12b2,l,3957,F,4,6,NA,2,4
DO12b3,l,3983,F,5,9,NA,4,4
DO12b4,l,4096,F,6,8,NA,2,4
DO12b5,l,4277,M,3,5,NA,2,4
DO12b6,l,4259,F,6,9,NA,3,4
DO12b7,l,4089,M,7,9,NA,2,4
DO12b8,l,4052,M,5,5,NA,0,4
DO12b9,l,4152,M,7,4,NA,-3,4
DO12b10,m,4064,F,10,6,NA,-4,4
DO12b11,m,4015,M,5,6,NA,1,4
DO12b12,m,4099,F,10,10,NA,0,4
DO12b13,m,4063,M,9,10,NA,1,4
DO12b14,m,3982,M,6,7,NA,1,4
DO12b15,m,4070,M,6,6,NA,0,4
DO12b16,m,4017,F,8,9,NA,1,4
DO12b17,m,4129,F,5,9,NA,4,4
DO12b18,m,4026,F,5,6,NA,1,4
DO12b19,m,4060,M,6,6,NA,0,4
DO12b20,m,4171,F,7,7,NA,0,4
DO12b21,m,3986,F,6,8,NA,2,4
DO12b22,h,4204,F,9,11,NA,2,4
DO12b23,h,4050,F,12,12,NA,0,4
DO12b24,h,3973,M,6,7,NA,1,4
DO12b25,h,4201,F,6,9,NA,3,4
DO12b26,h,3945,M,6,7,NA,1,4
DO12b27,h,4097,F,10,12,NA,2,4
DO12b28,h,4096,M,8,10,NA,2,4
DO12b29,m,3925,M,5,NA,NA,NA,4
DO111,l,4157,M,4,8,NA,4,4
DO112,l,4102,M,6,9,NA,3,4
DO113,l,3979,F,3,8,NA,5,4
DO114,l,4089,F,7,9,NA,2,4
DO115,l,4277,M,6,6,NA,0,4
DO116,l,4068,F,2,8,NA,6,4
DO117,l,4188,F,8,14,NA,6,4
DO118,l,4235,F,7,12,NA,5,4
DO119,l,4257,M,6,6,NA,0,4
DO1110,l,4125,F,8,9,NA,1,4
DO1111,l,4051,F,8,9,NA,1,4
DO1112,l,3936,M,3,5,NA,2,4
DO1113,l,3953,M,1,7,NA,6,4
DO1114,l,4187,M,2,7,NA,5,4
DO1115,m,4275,F,10,11,NA,1,4
DO1116,m,4129,F,10,8,NA,-2,4
DO1117,m,4263,F,9,12,NA,3,4
DO1118,m,4106,F,10,11,NA,1,4
DO1119,m,4022,F,8,14,NA,6,4
DO1120,m,4267,M,11,10,NA,-1,4
DO1121,m,4180,F,7,7,NA,0,4
DO1122,m,4017,M,7,9,NA,2,4
DO1123,h,4111,M,8,8,NA,0,4
DO1124,h,4523,F,5,15,NA,10,4
DO131,l,4318,M,8,6,NA,-2,4
DO132,l,4062,M,5,8,NA,3,4
DO133,l,4363,F,6,6,NA,0,4
DO134,l,4182,M,6,6,NA,0,4
DO135,m,3984,F,4,9,NA,5,4
DO136,m,4164,M,7,7,NA,0,4
DO137,m,3995,M,5,11,NA,6,4
DO138,m,4291,M,5,13,NA,8,4
DO139,m,4152,F,3,9,NA,6,4
DO1310,m,4193,M,3,9,NA,6,4
DO1311,m,4127,F,9,11,NA,2,4
DO1312,m,4257,M,3,9,NA,6,4
DO1313,m,4198,M,3,7,NA,4,4
DO1314,m,4013,F,5,9,NA,4,4
DO1315,m,4279,F,4,8,NA,4,4
DO1316,m,4100,M,5,9,NA,4,4
DO1317,m,4276,F,1,13,NA,12,4
DO1318,m,3963,M,3,8,NA,5,4
DO1319,h,4211,F,7,8,NA,1,4
DO1320,h,4259,M,7,11,NA,4,4
DO1321,h,4080,M,7,11,NA,4,4
DO1322,h,3957,F,11,14,NA,3,4
DO1323,h,4029,M,6,8,NA,2,4
DO1324,h,4288,F,5,6,NA,1,4
DO1325,h,4179,M,3,5,NA,2,4
DO1326,h,4051,M,4,13,NA,9,4
DO1327,h,4273,F,5,12,NA,7,4
DO1328,h,4220,F,4,11,NA,7,4
DO1329,h,3970,F,12,14,NA,2,4
DO1330,h,4041,F,6,13,NA,7,4
DO141,l,4141,M,1,7,NA,6,4
DO142,l,3998,F,4,7,NA,3,4
DO143,l,4161,F,7,4,NA,-3,4
DO144,l,4048,M,5,4,NA,-1,4
DO145,l,4204,F,6,8,NA,2,4
DO146,l,4063,M,6,6,NA,0,4
DO147,m,4053,F,6,7,NA,1,4
DO148,m,4303,F,6,6,NA,0,4
DO149,m,3982,F,6,10,NA,4,4
DO1410,m,4164,M,3,7,NA,4,4
DO1411,m,4294,F,6,6,NA,0,4
DO1412,m,4031,F,6,6,NA,0,4
DO1413,m,4302,M,7,6,NA,-1,4
DO1414,m,4144,F,4,7,NA,3,4
DO1415,m,4119,F,6,9,NA,3,4
DO1416,m,4107,M,3,4,NA,1,4
DO1417,m,3954,M,7,11,NA,4,4
DO1418,m,3965,M,3,5,NA,2,4
DO1419,m,4213,M,6,6,NA,0,4
DO1420,m,4023,F,6,7,NA,1,4
DO1421,m,4118,F,6,8,NA,2,4
DO1422,m,3963,F,6,8,NA,2,4
DO1423,m,4186,M,6,6,NA,0,4
DO1424,m,4258,F,7,6,NA,-1,4
DO1425,m,4044,M,7,6,NA,-1,4
DO1426,m,4051,F,5,7,NA,2,4
DO1427,m,4447,M,5,6,NA,1,4
DO1428,h,4275,M,7,8,NA,1,4
DO1429,h,4296,M,4,11,NA,7,4
DO1430,h,4175,M,5,7,NA,2,4
DO1431,h,4000,M,6,NA,NA,NA,4
FF1a1,h,3820,M,9,10,9,1,4
FF1a2,h,3728,M,4,8,9,4,4
FF1a3,l,4079,M,6,6,7,0,4
FF1a4,h,3863,M,5,9,10,4,4
FF1a5,m,4028,F,7,11,8,4,4
FF1a6,h,3989,F,5,11,8,6,4
FF1a7,h,3991,F,7,7,8,0,4
FF1a8,h,3924,F,5,8,7,3,4
FF1a9,m,3769,F,4,6,7,2,4
FF1a10,m,3860,F,7,8,10,1,4
FF1a11,h,3876,F,5,6,8,1,4
FF1a12,l,3989,F,5,5,6,0,4
FF1a13,h,3872,F,7,6,7,-1,4
FF1a14,m,3852,F,7,5,0,-2,4
FF1a15,m,3808,F,4,8,5,4,4
FF1a16,l,3993,M,2,8,4,6,4
FF1a17,h,3401,M,5,6,11,1,4
FF1a18,m,3426,M,5,6,12,1,4
FF1a19,h,3931,F,7,10,8,3,4
FF1a20,m,3693,F,7,NA,NA,NA,4
FF1a21,m,3443,F,7,9,10,2,4
FF1a22,h,3991,M,5,8,6,3,4
FF1a23,m,3528,F,6,6,6,0,4
FF1a24,m,3647,M,9,10,12,1,4
FF1a25,m,3589,M,6,10,9,4,4
FF1a26,m,3714,M,11,10,13,-1,4
FF1a27,m,3681,M,5,10,10,5,4
FF1a28,l,4179,M,3,NA,NA,NA,4
FF1a29,h,4027,M,8,7,7,-1,4
SE5a1,m,4013,M,3,4,3,1,4
SE5a2,m,3918,M,4,7,NA,3,4
SE5a3,m,3972,F,4,5,5,1,4
SE5a4,m,4028,M,4,4,5,0,4
SE5a5,m,3834,M,2,5,9,3,4
SE5a6,m,3752,F,5,5,7,0,4
SE5a7,m,3878,M,6,7,3,1,4
SE5a8,m,4085,F,5,8,NA,3,4
SE5a9,m,3860,F,5,9,4,4,4
SE5a10,m,3887,F,5,6,NA,1,4
SE5a11,m,4041,M,7,6,6,-1,4
SE5a12,m,3754,F,6,8,7,2,4
SE5a13,m,3754,M,3,2,7,-1,4
SE5a14,m,3865,F,3,5,3,2,4
SE5a15,m,4001,F,5,6,6,1,4
SE5a16,m,3850,M,6,6,6,0,4
SE5a17,m,4004,M,7,6,7,-1,4
SE5a18,m,3981,M,3,8,8,5,4
SE5a19,m,3825,M,7,6,NA,-1,4
SE5a20,m,3761,M,3,3,4,0,4
SE5a21,m,4102,F,6,NA,NA,NA,4
SE5a22,m,3770,M,8,NA,NA,NA,4
SE5a23,m,3978,F,5,NA,NA,NA,4
SE5a24,m,4109,F,6,NA,NA,NA,4
SE5b1,h,3967,M,5,8,11,3,4
SE5b2,h,3962,F,5,4,7,-1,4
SE5b3,h,4044,M,6,8,11,2,4
SE5b4,h,3831,F,7,7,8,0,4
SE5b5,h,4066,F,5,7,6,2,4
SE5b6,h,3803,M,5,6,5,1,4
SE5b7,h,4057,M,5,7,8,2,4
SE5b8,h,3907,M,5,9,NA,4,4
SE5b9,h,3800,F,6,7,11,1,4
SE5b10,h,4076,F,2,8,4,6,4
SE5b11,h,3780,M,6,7,8,1,4
SE5b12,h,4039,F,6,8,11,2,4
SE5b13,h,3821,F,5,8,7,3,4
SE5b14,h,3784,F,9,11,13,2,4
SE5b15,h,3922,M,6,11,9,5,4
SE5b16,h,3901,F,6,8,6,2,4
SE5b17,h,3927,F,4,7,4,3,4
SE5b18,h,4096,M,9,10,8,1,4
SE5b19,h,3865,F,7,9,8,2,4
SE5b20,h,4052,M,7,8,9,1,4
SE5b21,h,3948,F,5,9,NA,4,4
SE5b22,h,4082,F,4,5,11,1,4
SE5b23,h,3871,M,5,7,4,2,4
SE5b24,h,3974,F,5,7,6,2,4
SE5b25,h,3882,M,9,10,7,1,4
SE5b26,h,4083,F,4,9,NA,5,4
SE5b27,h,3876,F,7,8,5,1,4
SE5b28,h,4095,F,6,NA,7,NA,4
SE5b29,h,3802,F,7,NA,6,NA,4
SE5b30,h,3840,M,4,NA,7,NA,4
SE5b31,h,4050,F,7,NA,10,NA,4
SEbb32 ,h,3938,M,5,NA,9,NA,4
SE5c1,h,3807,F,7,8,9,1,4
SE5c2,h,4076,M,6,8,NA,2,4
SE5c3,h,4078,M,7,9,6,2,4
SE5c4,h,4082,M,8,9,9,1,4
SE5c5,h,4022,F,7,9,11,2,4
SE5c6,h,3768,F,8,9,9,1,4
SE5c7,h,3950,F,7,10,9,3,4
SE5c8,h,3955,F,8,10,13,2,4
SE5c9,h,4083,F,9,11,9,2,4
SE5c10,h,3899,F,0,7,11,7,4
SE5c11,h,4043,F,9,11,9,2,4
SE5c12,h,3840,F,5,8,7,3,4
SE5c13,h,3900,F,6,9,8,3,4
SE5c14,h,4109,F,5,7,6,2,4
SE5c15,h,3892,M,3,6,6,3,4
SE5c16,h,3883,M,7,10,7,3,4
SE5c17,h,3888,M,7,8,9,1,4
SE5c18,h,4084,M,5,7,6,2,4
SE5c19,h,3938,F,10,11,14,1,4
SE5c20,h,3812,F,6,5,NA,-1,4
SE5c21,h,3938,M,6,9,9,3,4
SE5c22,h,3869,M,5,6,7,1,4
SE5c23,h,3848,M,7,8,8,1,4
SE5c24,h,3917,M,6,6,8,0,4
SE5c25,h,4066,M,7,7,8,0,4
SE5c26,h,3787,M,5,8,5,3,4
SE5c27,h,4084,M,6,NA,6,NA,4
SE5c28,h,3810,M,7,NA,10,NA,4
SE5c29,h,3774,F,7,NA,9,NA,4
SE5c30,h,4024,M,5,NA,10,NA,4
SE6a1,m,3967,M,3,8,7,5,4
SE6a2,m,3930,F,7,9,7,2,4
SE6a3,m,4037,F,6,7,7,1,4
SE6a4,m,3755,M,5,9,5,4,4
SE6a5,m,3840,M,4,8,9,4,4
SE6a6,m,3751,M,3,6,6,3,4
SE6a7,m,3886,F,7,9,6,2,4
SE6a8,m,3981,M,8,10,7,2,4
SE6a9,m,3912,F,5,6,8,1,4
SE6a10,m,3953,M,3,8,NA,5,4
SE6a11,m,3873,M,4,6,4,2,4
SE6a12,m,4069,F,6,9,7,3,4
SE6a13,m,3740,M,5,9,11,4,4
SE6a14,m,3884,F,7,9,9,2,4
SE6a15,m,3877,F,6,10,10,4,4
SE6a16,m,3821,M,3,5,4,2,4
SE6a17,m,3916,F,0,7,8,7,4
SE6a18,m,4058,M,6,8,8,2,4
SE6a19,m,4019,M,6,8,5,2,4
SE6a20,m,3891,M,3,5,4,2,4
SE6a21,m,3903,F,7,8,4,1,4
SE6a22,m,3975,F,9,11,8,2,4
SE6a23,m,3877,M,6,8,6,2,4
SE6a24,m,3932,M,4,6,5,2,4
SE6a25,m,3936,M,3,8,6,5,4
SE6a26,m,3996,F,7,NA,NA,NA,4
SE7a1,m,3832,M,4,NA,NA,NA,4
SE7a2,m,3860,M,4,NA,NA,NA,4
SE7a3,m,4081,M,1,NA,NA,NA,4
SE7a4,m,3791,F,3,NA,NA,NA,4
SE7a5,m,3854,M,4,NA,NA,NA,4
SE7a6,m,4057,M,3,NA,NA,NA,4
SE7a7,m,3860,F,5,NA,NA,NA,4
SE7a8,m,3852,M,6,NA,NA,NA,4
SE7a9,m,3968,M,4,NA,NA,NA,4
SE7a10,m,3833,M,5,NA,NA,NA,4
SE7a11,m,4055,M,6,NA,NA,NA,4
SE7a12,m,4084,F,3,NA,NA,NA,4
SE7a13,m,3807,F,3,NA,NA,NA,4
SE7a14,m,3782,F,5,NA,NA,NA,4
SE7a15,m,3919,M,7,NA,NA,NA,4
SE7a16,m,3927,M,7,NA,NA,NA,4
SE7a17,m,4047,M,6,NA,NA,NA,4
SE7a18,m,4097,M,7,NA,NA,NA,4
SE7a19,m,3810,M,4,NA,NA,NA,4
SE7a20,m,3968,M,5,NA,NA,NA,4
SE7a21,m,3994,M,3,NA,NA,NA,4
SE7a22,m,4098,M,2,NA,NA,NA,4
SE7a23,m,3864,F,6,NA,NA,NA,4
SE7a24,m,3867,M,6,NA,NA,NA,4
SE7a25,m,3788,M,2,NA,NA,NA,4
SE7a26,m,3894,F,0,NA,NA,NA,4
SE7a27,m,4098,F,0,NA,NA,NA,4
SE81,l,3943,M,7,NA,NA,NA,4
SE82,l,4035,F,5,NA,NA,NA,4
SE83,l,3915,F,3,NA,NA,NA,4
SE84,l,3656,F,6,NA,NA,NA,4
SE85,l,3813,F,8,NA,NA,NA,4
SE86,l,4119,F,2,NA,NA,NA,4
SE87,l,3793,M,3,NA,NA,NA,4
SE88,l,4280,M,4,NA,NA,NA,4
SE89,l,3920,F,1,NA,NA,NA,4
SE810,l,3849,M,4,NA,NA,NA,4
SE811,l,4393,F,2,NA,NA,NA,4
SE812,l,4074,M,4,NA,NA,NA,4
SE813,l,4106,F,4,NA,NA,NA,4
SE814,l,3897,F,3,NA,NA,NA,4
SE815,l,3749,M,5,NA,NA,NA,4
SE816,l,3823,F,5,NA,NA,NA,4
SE817,l,3950,M,3,NA,NA,NA,4
SE818,l,3817,M,3,NA,NA,NA,4
SE819,l,4062,M,7,NA,NA,NA,4
EM36a1,h,3769,F,11,13,NA,2,3
EM36a2,h,3742,F,5,6,NA,1,3
EM36a3,h,3825,F,5,12,NA,7,3
EM36a4,h,4047,F,6,12,NA,6,3
EM36a5,h,3980,F,7,9,NA,2,3
EM36a6,h,4050,M,6,8,NA,2,3
EM36a7,h,3889,M,5,9,NA,4,3
EM36a8,h,3838,M,6,10,NA,4,3
EM36a9,h,4065,M,4,9,NA,5,3
EM36a10,m,4038,F,3,10,NA,7,3
EM36a11,m,3867,F,6,9,NA,3,3
EM36a12,m,3941,F,5,7,NA,2,3
EM36a13,m,3746,F,6,11,NA,5,3
EM36a14,m,3836,F,3,7,NA,4,3
EM36a15,m,3874,M,6,8,NA,2,3
EM36a16,m,3947,M,3,6,NA,3,3
EM36a17,m,3986,M,5,8,NA,3,3
EM36a18,m,3747,M,5,8,NA,3,3
EM36a19,l,3961,M,3,9,NA,6,3
EM36a20,l,3831,M,5,7,NA,2,3
EM36a21,l,3911,F,7,NA,NA,NA,3
EM36a22,l,3993,M,5,NA,NA,NA,3
EM36a23,l,3823,M,4,NA,NA,NA,3
EM36a24,l,4042,F,2,NA,NA,NA,3
EM36a25,l,3891,M,2,NA,NA,NA,3
EM36b1,h,3948,F,8,10,NA,2,3
EM36b2,h,3873,F,6,7,NA,1,3
EM36b3,h,3727,M,7,9,NA,2,3
EM36b4,h,3777,M,8,9,NA,1,3
EM36b5,h,4008,F,9,12,NA,3,3
EM36b6,m,4022,F,3,7,NA,4,3
EM36b7,m,4043,F,1,6,NA,5,3
EM36b8,m,3825,F,2,6,NA,4,3
EM36b9,m,3774,F,5,8,NA,3,3
EM36b10,m,4046,M,6,7,NA,1,3
EM36b11,m,4074,M,2,5,NA,3,3
EM36b12,m,4009,M,5,7,NA,2,3
EM36b13,m,3828,M,5,9,NA,4,3
EM36b14,l,3757,M,1,6,NA,5,3
EM36b15,l,3840,M,2,7,NA,5,3
EM36b16,m,4052,M,6,NA,NA,NA,3
EM36b17,m,4069,M,5,NA,NA,NA,3
EM36b18,m,3817,F,4,NA,NA,NA,3
EM36b19,m,3773,F,3,NA,NA,NA,3
EM36b20,m,3827,F,3,NA,NA,NA,3
EM36b21,m,4256,M,4,NA,NA,NA,3
EM36b22,m,3905,F,5,NA,NA,NA,3
EM36b23,l,3888,M,3,NA,NA,NA,3
EM37a1,h,3817,M,8,10,NA,2,3
EM37a2,h,3911,M,8,9,NA,1,3
EM37a3,h,3997,M,8,9,NA,1,3
EM37a4,h,4086,M,6,9,NA,3,3
EM37a5,h,4094,F,5,7,NA,2,3
EM37a6,h,3988,F,7,9,NA,2,3
EM37a7,h,3846,F,3,9,NA,6,3
EM37a8,h,3908,F,4,11,NA,7,3
EM37a9,h,3801,F,4,10,NA,6,3
EM37a10,h,3938,F,6,10,NA,4,3
EM37a11,m,3740,M,3,6,NA,3,3
EM37a12,m,3732,M,3,5,NA,2,3
EM37a13,m,3841,M,9,11,NA,2,3
EM37a14,m,3925,M,5,7,NA,2,3
EM37a15,m,3918,M,4,8,NA,4,3
EM37a16,m,4070,M,6,6,NA,0,3
EM37a17,m,3892,F,5,8,NA,3,3
EM37a18,m,4089,F,4,4,NA,0,3
EM37a19,m,3763,F,4,5,NA,1,3
EM37a20,m,3809,F,5,7,NA,2,3
EM37a21,m,4083,F,7,7,NA,0,3
EM37a22,l,3818,M,3,2,NA,-1,3
EM37a23,l,3833,M,6,8,NA,2,3
EM37a24,l,4039,F,4,6,NA,2,3
EM37a25,l,3983,F,7,8,NA,1,3
EM37a26,l,3793,F,2,4,NA,2,3
EM37b1,h,3774,M,8,9,NA,1,3
EM37b2,h,4019,M,8,13,NA,5,3
EM37b3,h,3762,M,4,6,NA,2,3
EM37b4,h,4080,F,7,10,NA,3,3
EM37b5,h,4049,F,9,11,NA,2,3
EM37b6,h,3945,F,3,11,NA,8,3
EM37b7,h,4042,F,7,7,NA,0,3
EM37b8,l,3770,F,3,8,NA,5,3
EM37b9,m,4049,M,4,6,NA,2,3
EM37b10,m,3839,M,5,5,NA,0,3
EM37b11,m,3736,M,6,8,NA,2,3
EM37b12,m,3997,M,6,8,NA,2,3
EM37b13,m,4098,M,7,6,NA,-1,3
EM37b14,m,3790,M,4,9,NA,5,3
EM37b15,m,3756,F,5,7,NA,2,3
EM37b16,m,3904,F,7,7,NA,0,3
EM37b17,m,3934,F,7,7,NA,0,3
EM37b18,m,4054,F,4,6,NA,2,3
EM37b19,m,3817,F,4,6,NA,2,3
EM37b20,m,4039,M,9,11,NA,2,3
EM37b21,l,3847,M,5,5,NA,0,3
EM37b22,l,3855,F,4,3,NA,-1,3
EM37b23,l,3908,F,5,7,NA,2,3
EM37b24,m,4016,M,7,NA,NA,NA,3
EM37b25,h,3973,F,8,NA,NA,NA,3
